"Any","Trimestre","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Lloguer_mitja","Preu"
2020,4,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Lloguer mitjà mensual (Euros/mes)","751.8"
2020,4,8,"Nou Barris",45,"Porta","Lloguer mitjà mensual (Euros/mes)","723.6"
2020,4,8,"Nou Barris",46,"el Turó de la Peira","Lloguer mitjà mensual (Euros/mes)","681.3"
2020,4,8,"Nou Barris",47,"Can Peguera","Lloguer mitjà mensual (Euros/mes)","N/A"
2020,4,8,"Nou Barris",48,"la Guineueta","Lloguer mitjà mensual (Euros/mes)","750.2"
2020,4,8,"Nou Barris",49,"Canyelles","Lloguer mitjà mensual (Euros/mes)","756.1"
2020,4,8,"Nou Barris",50,"les Roquetes","Lloguer mitjà mensual (Euros/mes)","651.3"
2020,4,8,"Nou Barris",51,"Verdun","Lloguer mitjà mensual (Euros/mes)","644.4"
2020,4,8,"Nou Barris",52,"la Prosperitat","Lloguer mitjà mensual (Euros/mes)","673.8"
2020,4,8,"Nou Barris",53,"la Trinitat Nova","Lloguer mitjà mensual (Euros/mes)","600.2"
2020,4,8,"Nou Barris",54,"Torre Baró","Lloguer mitjà mensual (Euros/mes)","N/A"
2020,4,8,"Nou Barris",55,"Ciutat Meridiana","Lloguer mitjà mensual (Euros/mes)","514.1"
2020,4,8,"Nou Barris",56,"Vallbona","Lloguer mitjà mensual (Euros/mes)","N/A"
2020,4,9,"Sant Andreu",57,"la Trinitat Vella","Lloguer mitjà mensual (Euros/mes)","610.0"
2020,4,9,"Sant Andreu",58,"Baró de Viver","Lloguer mitjà mensual (Euros/mes)","N/A"
2020,4,9,"Sant Andreu",59,"el Bon Pastor","Lloguer mitjà mensual (Euros/mes)","688.9"
2020,4,9,"Sant Andreu",60,"Sant Andreu","Lloguer mitjà mensual (Euros/mes)","794.0"
2020,4,9,"Sant Andreu",61,"la Sagrera","Lloguer mitjà mensual (Euros/mes)","766.6"
2020,4,9,"Sant Andreu",62,"el Congrés i els Indians","Lloguer mitjà mensual (Euros/mes)","779.4"
2020,4,9,"Sant Andreu",63,"Navas","Lloguer mitjà mensual (Euros/mes)","846.3"
2020,4,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Lloguer mitjà mensual (Euros/mes)","817.7"
2020,4,10,"Sant Martí",65,"el Clot","Lloguer mitjà mensual (Euros/mes)","870.8"
2020,4,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Lloguer mitjà mensual (Euros/mes)","952.2"
2020,4,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Lloguer mitjà mensual (Euros/mes)","1332.4"
2020,4,10,"Sant Martí",68,"el Poblenou","Lloguer mitjà mensual (Euros/mes)","974.7"
2020,4,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Lloguer mitjà mensual (Euros/mes)","1392.6"
2020,4,10,"Sant Martí",70,"el Besòs i el Maresme","Lloguer mitjà mensual (Euros/mes)","731.6"
2020,4,10,"Sant Martí",71,"Provençals del Poblenou","Lloguer mitjà mensual (Euros/mes)","859.9"
2020,4,10,"Sant Martí",72,"Sant Martí de Provençals","Lloguer mitjà mensual (Euros/mes)","807.4"
2020,4,10,"Sant Martí",73,"la Verneda i la Pau","Lloguer mitjà mensual (Euros/mes)","765.9"
2020,4,1,"Ciutat Vella",1,"el Raval","Lloguer mitjà per superfície (Euros/m2 mes)","13.1"
2020,4,1,"Ciutat Vella",2,"el Barri Gòtic","Lloguer mitjà per superfície (Euros/m2 mes)","13.1"
2020,4,1,"Ciutat Vella",3,"la Barceloneta","Lloguer mitjà per superfície (Euros/m2 mes)","16.5"
2020,4,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Lloguer mitjà per superfície (Euros/m2 mes)","14.2"
2020,4,2,"Eixample",5,"el Fort Pienc","Lloguer mitjà per superfície (Euros/m2 mes)","13.5"
2020,4,2,"Eixample",6,"la Sagrada Família","Lloguer mitjà per superfície (Euros/m2 mes)","13.7"
2020,4,2,"Eixample",7,"la Dreta de l'Eixample","Lloguer mitjà per superfície (Euros/m2 mes)","13.6"
2020,4,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Lloguer mitjà per superfície (Euros/m2 mes)","13.9"
2020,4,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Lloguer mitjà per superfície (Euros/m2 mes)","14.0"
2020,4,2,"Eixample",10,"Sant Antoni","Lloguer mitjà per superfície (Euros/m2 mes)","13.6"
2020,4,3,"Sants-Montjuïc",11,"el Poble Sec","Lloguer mitjà per superfície (Euros/m2 mes)","14.0"
2020,4,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Lloguer mitjà per superfície (Euros/m2 mes)","N/A"
2020,4,3,"Sants-Montjuïc",13,"la Marina de Port","Lloguer mitjà per superfície (Euros/m2 mes)","10.8"
2020,4,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Lloguer mitjà per superfície (Euros/m2 mes)","13.6"
2020,4,3,"Sants-Montjuïc",15,"Hostafrancs","Lloguer mitjà per superfície (Euros/m2 mes)","14.0"
2020,4,3,"Sants-Montjuïc",16,"la Bordeta","Lloguer mitjà per superfície (Euros/m2 mes)","12.5"
2020,4,3,"Sants-Montjuïc",17,"Sants - Badal","Lloguer mitjà per superfície (Euros/m2 mes)","13.5"
2020,4,3,"Sants-Montjuïc",18,"Sants","Lloguer mitjà per superfície (Euros/m2 mes)","13.5"
2020,4,4,"Les Corts",19,"les Corts","Lloguer mitjà per superfície (Euros/m2 mes)","14.4"
2020,4,4,"Les Corts",20,"la Maternitat i Sant Ramon","Lloguer mitjà per superfície (Euros/m2 mes)","13.7"
2020,4,4,"Les Corts",21,"Pedralbes","Lloguer mitjà per superfície (Euros/m2 mes)","15.1"
2020,4,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Lloguer mitjà per superfície (Euros/m2 mes)","11.6"
2020,4,5,"Sarrià-Sant Gervasi",23,"Sarrià","Lloguer mitjà per superfície (Euros/m2 mes)","16.2"
2020,4,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Lloguer mitjà per superfície (Euros/m2 mes)","16.8"
2020,4,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Lloguer mitjà per superfície (Euros/m2 mes)","14.9"
2020,4,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Lloguer mitjà per superfície (Euros/m2 mes)","14.7"
2020,4,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Lloguer mitjà per superfície (Euros/m2 mes)","14.5"
2020,4,6,"Gràcia",28,"Vallcarca i els Penitents","Lloguer mitjà per superfície (Euros/m2 mes)","14.5"
2020,4,6,"Gràcia",29,"el Coll","Lloguer mitjà per superfície (Euros/m2 mes)","12.0"
2020,4,6,"Gràcia",30,"la Salut","Lloguer mitjà per superfície (Euros/m2 mes)","12.8"
2020,4,6,"Gràcia",31,"la Vila de Gràcia","Lloguer mitjà per superfície (Euros/m2 mes)","14.8"
2020,4,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Lloguer mitjà per superfície (Euros/m2 mes)","13.6"
2020,4,7,"Horta-Guinardó",33,"el Baix Guinardó","Lloguer mitjà per superfície (Euros/m2 mes)","13.2"
2020,4,7,"Horta-Guinardó",34,"Can Baró","Lloguer mitjà per superfície (Euros/m2 mes)","12.6"
2020,4,7,"Horta-Guinardó",35,"el Guinardó","Lloguer mitjà per superfície (Euros/m2 mes)","12.7"
2020,4,7,"Horta-Guinardó",36,"la Font d'en Fargues","Lloguer mitjà per superfície (Euros/m2 mes)","12.5"
2020,4,7,"Horta-Guinardó",37,"el Carmel","Lloguer mitjà per superfície (Euros/m2 mes)","11.4"
2020,4,7,"Horta-Guinardó",38,"la Teixonera","Lloguer mitjà per superfície (Euros/m2 mes)","12.0"
2020,4,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Lloguer mitjà per superfície (Euros/m2 mes)","9.7"
2020,4,7,"Horta-Guinardó",40,"Montbau","Lloguer mitjà per superfície (Euros/m2 mes)","12.6"
2020,4,7,"Horta-Guinardó",41,"la Vall d'Hebron","Lloguer mitjà per superfície (Euros/m2 mes)","11.4"
2020,4,7,"Horta-Guinardó",42,"la Clota","Lloguer mitjà per superfície (Euros/m2 mes)","N/A"
2020,4,7,"Horta-Guinardó",43,"Horta","Lloguer mitjà per superfície (Euros/m2 mes)","12.1"
2020,4,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Lloguer mitjà per superfície (Euros/m2 mes)","11.7"
2020,4,8,"Nou Barris",45,"Porta","Lloguer mitjà per superfície (Euros/m2 mes)","12.0"
2020,4,8,"Nou Barris",46,"el Turó de la Peira","Lloguer mitjà per superfície (Euros/m2 mes)","11.4"
2020,4,8,"Nou Barris",47,"Can Peguera","Lloguer mitjà per superfície (Euros/m2 mes)","N/A"
2020,4,8,"Nou Barris",48,"la Guineueta","Lloguer mitjà per superfície (Euros/m2 mes)","10.7"
2020,4,8,"Nou Barris",49,"Canyelles","Lloguer mitjà per superfície (Euros/m2 mes)","9.5"
2020,4,8,"Nou Barris",50,"les Roquetes","Lloguer mitjà per superfície (Euros/m2 mes)","11.6"
2020,4,8,"Nou Barris",51,"Verdun","Lloguer mitjà per superfície (Euros/m2 mes)","12.2"
2020,4,8,"Nou Barris",52,"la Prosperitat","Lloguer mitjà per superfície (Euros/m2 mes)","12.1"
2020,4,8,"Nou Barris",53,"la Trinitat Nova","Lloguer mitjà per superfície (Euros/m2 mes)","11.9"
2020,4,8,"Nou Barris",54,"Torre Baró","Lloguer mitjà per superfície (Euros/m2 mes)","N/A"
2020,4,8,"Nou Barris",55,"Ciutat Meridiana","Lloguer mitjà per superfície (Euros/m2 mes)","8.8"
2020,4,8,"Nou Barris",56,"Vallbona","Lloguer mitjà per superfície (Euros/m2 mes)","N/A"
2020,4,9,"Sant Andreu",57,"la Trinitat Vella","Lloguer mitjà per superfície (Euros/m2 mes)","10.9"
2020,4,9,"Sant Andreu",58,"Baró de Viver","Lloguer mitjà per superfície (Euros/m2 mes)","N/A"
2020,4,9,"Sant Andreu",59,"el Bon Pastor","Lloguer mitjà per superfície (Euros/m2 mes)","10.7"
2020,4,9,"Sant Andreu",60,"Sant Andreu","Lloguer mitjà per superfície (Euros/m2 mes)","12.3"
2020,4,9,"Sant Andreu",61,"la Sagrera","Lloguer mitjà per superfície (Euros/m2 mes)","12.3"
2020,4,9,"Sant Andreu",62,"el Congrés i els Indians","Lloguer mitjà per superfície (Euros/m2 mes)","12.6"
2020,4,9,"Sant Andreu",63,"Navas","Lloguer mitjà per superfície (Euros/m2 mes)","12.5"
2020,4,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Lloguer mitjà per superfície (Euros/m2 mes)","12.9"
2020,4,10,"Sant Martí",65,"el Clot","Lloguer mitjà per superfície (Euros/m2 mes)","13.1"
2020,4,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)","13.8"
2020,4,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)","16.8"
2020,4,10,"Sant Martí",68,"el Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)","14.5"
2020,4,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)","17.5"
2020,4,10,"Sant Martí",70,"el Besòs i el Maresme","Lloguer mitjà per superfície (Euros/m2 mes)","11.7"
2020,4,10,"Sant Martí",71,"Provençals del Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)","12.6"
2020,4,10,"Sant Martí",72,"Sant Martí de Provençals","Lloguer mitjà per superfície (Euros/m2 mes)","11.8"
2020,4,10,"Sant Martí",73,"la Verneda i la Pau","Lloguer mitjà per superfície (Euros/m2 mes)","11.6"
